date,value
2021-03-08,60.40419483950863
2021-03-09,59.610713649070156
2021-03-10,59.6375954802523
2021-03-11,60.10281282251851
2021-03-12,60.15005313790559
2021-03-13,56.08567394649977
2021-03-14,54.89570111412403
2021-03-15,52.634758296001046
2021-03-16,52.46619613247034
2021-03-17,55.060332389921655
2021-03-18,54.65950095985451
2021-03-19,55.84869908786463
2021-03-20,54.63545536197522
2021-03-21,53.04883220796139
2021-03-22,52.74021593387189
2021-03-23,54.873985948149326
2021-03-24,57.813204460693775
2021-03-25,59.33286205739038
2021-03-26,62.109644451134294
2021-03-27,61.21312457831249
2021-03-28,60.97315444000611
2021-03-29,59.46371321874849
2021-03-30,61.296338731988875
2021-03-31,62.60222710827323
2021-04-01,65.2277513966081
2021-04-02,67.45195103361374
2021-04-03,65.49230266423893
2021-04-04,64.32180066168011
2021-04-05,61.102638666199795
2021-04-06,60.36296599831968
2021-04-07,61.48534301609148
2021-04-08,62.64012195445885
2021-04-09,64.01175697232763
2021-04-10,60.90212950292629
2021-04-11,56.839102395736795
2021-04-12,55.9350704903168
2021-04-13,55.094799913323435
2021-04-14,55.98368072905254
2021-04-15,57.344592828485155
2021-04-16,57.46773979539422
2021-04-17,56.736735534646584
2021-04-18,52.459724878244266
2021-04-19,52.024456860898525
2021-04-20,53.077745736540315
2021-04-21,55.993805233261135
2021-04-22,56.991412135455995
2021-04-23,58.72433527858227
2021-04-24,59.042921612145655
2021-04-25,58.9680542001365
2021-04-26,58.90574832761528
2021-04-27,58.75035354399625
2021-04-28,64.66797714141782
2021-04-29,63.62354457028922
2021-04-30,66.84842431151398
2021-05-01,64.87786995212379
2021-05-02,63.76956778235563
2021-05-03,63.684955028558775
2021-05-04,61.53760595789827
2021-05-05,64.40121241275342
2021-05-06,64.96799977783938
2021-05-07,64.90277375026261
2021-05-08,63.932531157453965
2021-05-09,58.6720471290703
2021-05-10,58.691916905785746
2021-05-11,56.22237146544367
2021-05-12,58.5194567038584
2021-05-13,59.40691196198882
2021-05-14,58.048841208246564
